"","Langs","speakers","State","year"
"1232","Dakota",360," Colorado","2013"
"1242","Cherokee",100," Colorado","2013"
"1252","Ute",725," Colorado","2013"
"1262","Tewa",40," Colorado","2013"
"1272","Towa",35," Colorado","2013"
"1282","American Indian",95," Colorado","2013"
"1292","Hungarian",1322," Colorado","2013"
"1302","Arabic",9692," Colorado","2013"
"1315","Hebrew",1650," Colorado","2013"
"1332","Amharic",8735," Colorado","2013"
"1342","Berber",70," Colorado","2013"
"1352","Chadic",35," Colorado","2013"
"1362","Cushite",2685," Colorado","2013"
"1372","Sudanic",125," Colorado","2013"
"1382","Nilotic",95," Colorado","2013"
"1392","Swahili",815," Colorado","2013"
"1402","Bantu",650," Colorado","2013"
"1413","Mande",290," Colorado","2013"
"1421","Fulani",185," Colorado","2013"
"1432","Kru, Ibo, Yoruba",3715," Colorado","2013"
"1441","African",105," Colorado","2013"
"1462","Finnish",265," Colorado","2013"
"1472","Estonian",60," Colorado","2013"
"1482","Basque",45," Colorado","2013"
"1492","Sonoran",60," Colorado","2013"
"1513","Uncodable",190," Colorado","2013"
"1104","Population",3386166," Connecticut","2013"
"226","Only English",2658925," Connecticut","2013"
"518","Spanish",371025," Connecticut","2013"
"819","French",30575," Connecticut","2013"
"919","Patois",3930," Connecticut","2013"
"1018","French Creole",14081," Connecticut","2013"
"1118","Italian",36571," Connecticut","2013"
"1316","Portuguese",36945," Connecticut","2013"
"1410","Papia Mentae",75," Connecticut","2013"
"1612","German",11535," Connecticut","2013"
"1712","Yiddish",353," Connecticut","2013"
"1913","Dutch",1825," Connecticut","2013"
"2010","Afrikaans",205," Connecticut","2013"
"227","Swedish",1290," Connecticut","2013"
"236","Danish",390," Connecticut","2013"
"246","Norwegian",535," Connecticut","2013"
"254","Icelandic",20," Connecticut","2013"
"264","Greek",8670," Connecticut","2013"
"276","Russian",10684," Connecticut","2013"
"285","Polish",37704," Connecticut","2013"
"305","Serbocroatian",2640," Connecticut","2013"
"316","Croatian",985," Connecticut","2013"
"326","Serbian",535," Connecticut","2013"
"345","Ukrainian",2190," Connecticut","2013"
"356","Czech",490," Connecticut","2013"
"365","Slovak",1040," Connecticut","2013"
"374","Bulgarian",480," Connecticut","2013"
"386","Macedonian",440," Connecticut","2013"
"396","Slovene",175," Connecticut","2013"
"406","Armenian",731," Connecticut","2013"
"415","Persian",1488," Connecticut","2013"
"426","Hindi",11430," Connecticut","2013"
"435","Gujarati",5647," Connecticut","2013"
"446","Urdu",6282," Connecticut","2013"
"464","India nec3",1130," Connecticut","2013"
"476","Bengali",4745," Connecticut","2013"
"486","Panjabi",1590," Connecticut","2013"
"495","Marathi",885," Connecticut","2013"
"503","Oriya",160," Connecticut","2013"
"519","Assamese",60," Connecticut","2013"
"526","Nepali",1325," Connecticut","2013"
"536","Sindhi",230," Connecticut","2013"
"546","Pakistan nec3",200," Connecticut","2013"
"556","Sinhalese",455," Connecticut","2013"
"565","Romany",80," Connecticut","2013"
"585","Jamaican Creole",1600," Connecticut","2013"
"595","Romanian",1860," Connecticut","2013"
"606","Welsh",35," Connecticut","2013"
"615","Irish Gaelic",290," Connecticut","2013"
"626","Scottic Gaelic",55," Connecticut","2013"
"635","Albanian",7430," Connecticut","2013"
"645","Lithuanian",1420," Connecticut","2013"
"656","Latvian",400," Connecticut","2013"
"665","Pashto",345," Connecticut","2013"
"675","Kurdish",490," Connecticut","2013"
"706","Chinese",20945," Connecticut","2013"
"713","Cantonese",2250," Connecticut","2013"
"725","Mandarin",3180," Connecticut","2013"
"736","Formosan",500," Connecticut","2013"
"746","Wu",90," Connecticut","2013"
"756","Japanese",3391," Connecticut","2013"
"766","Korean",6456," Connecticut","2013"
"776","Mon-Khmer, Cambodian",2456," Connecticut","2013"
"785","Hmong",9," Connecticut","2013"
"794","Thai",1401," Connecticut","2013"
"803","Laotian",2981," Connecticut","2013"
"8110","Vietnamese",7735," Connecticut","2013"
"836","Uighur",95," Connecticut","2013"
"844","Turkish",2195," Connecticut","2013"
"856","Gondi",120," Connecticut","2013"
"865","Telugu",5575," Connecticut","2013"
"876","Kannada",860," Connecticut","2013"
"886","Malayalam",2395," Connecticut","2013"
"894","Tamil",3745," Connecticut","2013"
"906","Munda",125," Connecticut","2013"
"9110","Tibetan",455," Connecticut","2013"
"926","Burmese",205," Connecticut","2013"
"935","Karen",125," Connecticut","2013"
"946","Tagalog",8539," Connecticut","2013"
"966","Indonesian",235," Connecticut","2013"
"975","Malay",180," Connecticut","2013"
"986","Bisayan",120," Connecticut","2013"
"995","Sebuano",60," Connecticut","2013"
"1005","Ilocano",15," Connecticut","2013"
"1019","Chamorro",155," Connecticut","2013"
"1025","Melanesian",35," Connecticut","2013"
"1055","Algonquian",60," Connecticut","2013"
"1065","Potawatomi",40," Connecticut","2013"
"1075","Dakota",10," Connecticut","2013"
"1084","American Indian",50," Connecticut","2013"
"1095","Hungarian",2764," Connecticut","2013"
"1105","Arabic",9271," Connecticut","2013"
"1119","Hebrew",2762," Connecticut","2013"
"1134","Amharic",380," Connecticut","2013"
"1144","Chadic",385," Connecticut","2013"
"1155","Cushite",365," Connecticut","2013"
"1162","Nilotic",35," Connecticut","2013"
"1174","Swahili",880," Connecticut","2013"
"1183","Bantu",640," Connecticut","2013"
"1194","Mande",170," Connecticut","2013"
"1203","Fulani",250," Connecticut","2013"
"1214","Kru, Ibo, Yoruba",5165," Connecticut","2013"
"1223","African",195," Connecticut","2013"
"1243","Finnish",340," Connecticut","2013"
"1253","Estonian",170," Connecticut","2013"
"1263","Caucasian",50," Connecticut","2013"
"1273","Syriac",225," Connecticut","2013"
"1283","Quechua",40," Connecticut","2013"
"1293","Uncodable",120," Connecticut","2013"
"1106","Population",852446," Delaware","2013"
"228","Only English",745175," Delaware","2013"
"520","Spanish",57255," Delaware","2013"
"820","French",3320," Delaware","2013"
"920","Patois",200," Delaware","2013"
"1020","French Creole",2562," Delaware","2013"
"1120","Italian",2282," Delaware","2013"
"1317","Portuguese",680," Delaware","2013"
"1514","German",3190," Delaware","2013"
"1613","Yiddish",75," Delaware","2013"
"1813","Pennsylvania Dutch",595," Delaware","2013"
"1914","Dutch",695," Delaware","2013"
"2012","Afrikaans",60," Delaware","2013"
"229","Swedish",65," Delaware","2013"
"237","Norwegian",20," Delaware","2013"
"247","Greek",1288," Delaware","2013"
"255","Russian",999," Delaware","2013"
"265","Polish",1014," Delaware","2013"
"286","Serbocroatian",110," Delaware","2013"
"294","Croatian",70," Delaware","2013"
"306","Serbian",35," Delaware","2013"
"327","Ukrainian",255," Delaware","2013"
"333","Czech",160," Delaware","2013"
"346","Slovak",70," Delaware","2013"
"357","Bulgarian",140," Delaware","2013"
"366","Armenian",62," Delaware","2013"
"375","Persian",262," Delaware","2013"
"387","Hindi",1895," Delaware","2013"
"397","Gujarati",2091," Delaware","2013"
"407","Urdu",1746," Delaware","2013"
"427","India nec3",710," Delaware","2013"
"436","Bengali",465," Delaware","2013"
"447","Panjabi",455," Delaware","2013"
"455","Marathi",320," Delaware","2013"
"465","Nepali",115," Delaware","2013"
"477","Sindhi",285," Delaware","2013"
"496","Jamaican Creole",85," Delaware","2013"
"504","Krio",150," Delaware","2013"
"5110","Romanian",235," Delaware","2013"
"527","Irish Gaelic",75," Delaware","2013"
"537","Albanian",115," Delaware","2013"
"547","Lithuanian",180," Delaware","2013"
"557","Pashto",160," Delaware","2013"
"586","Chinese",5060," Delaware","2013"
"596","Cantonese",240," Delaware","2013"
"607","Mandarin",600," Delaware","2013"
"616","Formosan",210," Delaware","2013"
"627","Japanese",562," Delaware","2013"
"636","Korean",1598," Delaware","2013"
"646","Mon-Khmer, Cambodian",49," Delaware","2013"
"657","Thai",183," Delaware","2013"
"666","Laotian",42," Delaware","2013"
"676","Vietnamese",1095," Delaware","2013"
"696","Turkish",615," Delaware","2013"
"707","Telugu",2435," Delaware","2013"
"714","Kannada",145," Delaware","2013"
"726","Malayalam",165," Delaware","2013"
"737","Tamil",1115," Delaware","2013"
"747","Tagalog",2293," Delaware","2013"
"767","Indonesian",50," Delaware","2013"
"777","Bisayan",50," Delaware","2013"
"804","Kuchin",15," Delaware","2013"
"8111","Dakota",45," Delaware","2013"
"826","Keres",75," Delaware","2013"
"837","Hungarian",141," Delaware","2013"
"845","Arabic",1628," Delaware","2013"
"857","Hebrew",122," Delaware","2013"
"877","Amharic",160," Delaware","2013"
"887","Swahili",875," Delaware","2013"
"895","Bantu",180," Delaware","2013"
"907","Mande",505," Delaware","2013"
"9111","Fulani",140," Delaware","2013"
"927","Kru, Ibo, Yoruba",1735," Delaware","2013"
"936","African",55," Delaware","2013"
"954","Finnish",50," Delaware","2013"
"967","Estonian",40," Delaware","2013"
"976","Uncodable",135," Delaware","2013"
"1107","Population",582879," District of Columbia","2013"
"230","Only English",490944," District of Columbia","2013"
"528","Spanish",44455," District of Columbia","2013"
"827","French",8360," District of Columbia","2013"
"928","Patois",130," District of Columbia","2013"
"1026","French Creole",440," District of Columbia","2013"
"1123","Italian",1759," District of Columbia","2013"
"1318","Portuguese",1420," District of Columbia","2013"
"1515","German",2625," District of Columbia","2013"
"1614","Yiddish",7," District of Columbia","2013"
"1814","Dutch",205," District of Columbia","2013"
"2013","Swedish",490," District of Columbia","2013"
"2112","Danish",145," District of Columbia","2013"
"2210","Norwegian",170," District of Columbia","2013"
"238","Greek",662," District of Columbia","2013"
"248","Russian",1895," District of Columbia","2013"
"256","Polish",483," District of Columbia","2013"
"277","Serbocroatian",120," District of Columbia","2013"
"287","Croatian",195," District of Columbia","2013"
"295","Serbian",170," District of Columbia","2013"
"317","Ukrainian",120," District of Columbia","2013"
"328","Czech",95," District of Columbia","2013"
"334","Slovak",25," District of Columbia","2013"
"347","Bulgarian",275," District of Columbia","2013"
"358","Slovene",160," District of Columbia","2013"
"367","Armenian",93," District of Columbia","2013"
"376","Persian",663," District of Columbia","2013"
"388","Hindi",1245," District of Columbia","2013"
"398","Gujarati",311," District of Columbia","2013"
"408","Urdu",261," District of Columbia","2013"
"428","India nec3",80," District of Columbia","2013"
"437","Bengali",860," District of Columbia","2013"
"448","Marathi",110," District of Columbia","2013"
"456","Nepali",85," District of Columbia","2013"
"466","Sinhalese",65," District of Columbia","2013"
"487","Jamaican Creole",135," District of Columbia","2013"
"497","Krio",50," District of Columbia","2013"
"505","Catalonian",195," District of Columbia","2013"
"5111","Romanian",290," District of Columbia","2013"
"529","Albanian",180," District of Columbia","2013"
"538","Lithuanian",45," District of Columbia","2013"
"548","Latvian",100," District of Columbia","2013"
"575","Chinese",2665," District of Columbia","2013"
"587","Cantonese",555," District of Columbia","2013"
"597","Mandarin",1030," District of Columbia","2013"
"608","Formosan",55," District of Columbia","2013"
"617","Japanese",820," District of Columbia","2013"
"628","Korean",1290," District of Columbia","2013"
"637","Mon-Khmer, Cambodian",53," District of Columbia","2013"
"647","Hmong",54," District of Columbia","2013"
"658","Thai",386," District of Columbia","2013"
"667","Laotian",53," District of Columbia","2013"
"677","Vietnamese",1166," District of Columbia","2013"
"697","Turkish",380," District of Columbia","2013"
"708","Telugu",45," District of Columbia","2013"
"715","Kannada",35," District of Columbia","2013"
"727","Malayalam",95," District of Columbia","2013"
"738","Tamil",185," District of Columbia","2013"
"748","Burmese",135," District of Columbia","2013"
"757","Tagalog",1436," District of Columbia","2013"
"778","Indonesian",130," District of Columbia","2013"
"786","Balinese",35," District of Columbia","2013"
"795","Malay",80," District of Columbia","2013"
"805","Sebuano",45," District of Columbia","2013"
"838","American Indian",40," District of Columbia","2013"
"846","Hungarian",275," District of Columbia","2013"
"858","Arabic",1599," District of Columbia","2013"
"866","Hebrew",597," District of Columbia","2013"
"888","Amharic",5260," District of Columbia","2013"
"896","Cushite",325," District of Columbia","2013"
"908","Sudanic",25," District of Columbia","2013"
"9112","Swahili",135," District of Columbia","2013"
"929","Bantu",355," District of Columbia","2013"
"937","Mande",140," District of Columbia","2013"
"947","Fulani",120," District of Columbia","2013"
"955","Kru, Ibo, Yoruba",2080," District of Columbia","2013"
"968","Efik",50," District of Columbia","2013"
"977","African",20," District of Columbia","2013"
"996","Finnish",180," District of Columbia","2013"
"1006","Estonian",40," District of Columbia","2013"
"10110","Caucasian",55," District of Columbia","2013"
"1027","Uncodable",155," District of Columbia","2013"
"1108","Population",18014852," Florida","2013"
"239","Only English",13070061," Florida","2013"
"530","Spanish",3640735," Florida","2013"
"828","French",107290," Florida","2013"
"930","Patois",7390," Florida","2013"
"1028","Cajun",75," Florida","2013"
"1124","French Creole",361103," Florida","2013"
"1215","Italian",49161," Florida","2013"
"1414","Portuguese",87105," Florida","2013"
"1516","Papia Mentae",205," Florida","2013"
"1713","German",69410," Florida","2013"
"1815","Luxembourgian",65," Florida","2013"
"1915","Yiddish",5785," Florida","2013"
"2113","Pennsylvania Dutch",450," Florida","2013"
"2212","Dutch",10360," Florida","2013"
"2310","Afrikaans",2935," Florida","2013"
"249","Frisian",20," Florida","2013"
"266","Swedish",3930," Florida","2013"
"278","Danish",1935," Florida","2013"
"288","Norwegian",2880," Florida","2013"
"296","Icelandic",755," Florida","2013"
"307","Greek",20862," Florida","2013"
"318","Russian",35974," Florida","2013"
"329","Polish",23937," Florida","2013"
"348","Serbocroatian",10625," Florida","2013"
"359","Croatian",2960," Florida","2013"
"368","Serbian",4305," Florida","2013"
"389","Bielorussian",55," Florida","2013"
"399","Ukrainian",4605," Florida","2013"
"409","Czech",4405," Florida","2013"
"416","Slovak",1595," Florida","2013"
"429","Bulgarian",4670," Florida","2013"
"438","Macedonian",935," Florida","2013"
"449","Slovene",260," Florida","2013"
"457","Armenian",2268," Florida","2013"
"467","Persian",9435," Florida","2013"
"478","Hindi",19848," Florida","2013"
"488","Gujarati",19530," Florida","2013"
"498","Urdu",17383," Florida","2013"
"5112","India nec3",3555," Florida","2013"
"5210","Bengali",9275," Florida","2013"
"539","Panjabi",1705," Florida","2013"
"549","Marathi",2140," Florida","2013"
"558","Bihari",215," Florida","2013"
"566","Oriya",175," Florida","2013"
"576","Nepali",1525," Florida","2013"
"588","Sindhi",325," Florida","2013"
"598","Pakistan nec3",625," Florida","2013"
"609","Sinhalese",765," Florida","2013"
"618","Romany",90," Florida","2013"
"638","Jamaican Creole",3440," Florida","2013"
"648","Krio",550," Florida","2013"
"659","Pidgin",95," Florida","2013"
"668","Catalonian",175," Florida","2013"
"678","Romanian",9665," Florida","2013"
"685","Welsh",255," Florida","2013"
"698","Irish Gaelic",1015," Florida","2013"
"709","Albanian",6275," Florida","2013"
"716","Lithuanian",2130," Florida","2013"
"728","Latvian",680," Florida","2013"
"739","Pashto",655," Florida","2013"
"749","Kurdish",390," Florida","2013"
"779","Chinese",43280," Florida","2013"
"787","Cantonese",6355," Florida","2013"
"796","Mandarin",8460," Florida","2013"
"806","Formosan",1260," Florida","2013"
"8112","Japanese",12041," Florida","2013"
"829","Korean",18720," Florida","2013"
"839","Mon-Khmer, Cambodian",4679," Florida","2013"
"847","Hmong",1643," Florida","2013"
"859","Thai",9870," Florida","2013"
"867","Laotian",4224," Florida","2013"
"878","Vietnamese",56119," Florida","2013"
"897","Uighur",380," Florida","2013"
"909","Azerbaijani",35," Florida","2013"
"9113","Turkish",8640," Florida","2013"
"9210","Mongolian",140," Florida","2013"
